Product_key,ProductItem_key,ProductName,Product_category,Sub_category,Standard_cost,Colour,Size,Product_line,Model_name,Product_description,Product_status
291,FR-M94S-44,"HL Mountain Frame - Silver, 44",Clothing,Mountain Frames,706.811,Silver,44,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
291,FR-M94S-44,"HL Mountain Frame - Silver, 44",Accessories,Mountain Frames,706.811,Silver,44,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
292,FR-M94S-52,"HL Mountain Frame - Silver, 48",Bikes,Mountain Frames,706.811,Silver,48,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
292,FR-M94S-52,"HL Mountain Frame - Silver, 48",Components,Mountain Frames,706.811,Silver,48,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
292,FR-M94S-52,"HL Mountain Frame - Silver, 48",Clothing,Mountain Frames,706.811,Silver,48,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
292,FR-M94S-52,"HL Mountain Frame - Silver, 48",Accessories,Mountain Frames,706.811,Silver,48,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
293,FR-M94S-46,"HL Mountain Frame - Silver, 46",Bikes,Mountain Frames,623.8403,Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
293,FR-M94S-46,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,623.8403,Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
293,FR-M94S-46,"HL Mountain Frame - Silver, 46",Clothing,Mountain Frames,623.8403,Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
293,FR-M94S-46,"HL Mountain Frame - Silver, 46",Accessories,Mountain Frames,623.8403,Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
294,FR-M94S-46,"HL Mountain Frame - Silver, 46",Bikes,Mountain Frames,660.9142,Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
294,FR-M94S-46,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,660.9142,Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
294,FR-M94S-46,"HL Mountain Frame - Silver, 46",Clothing,Mountain Frames,660.9142,Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
294,FR-M94S-46,"HL Mountain Frame - Silver, 46",Accessories,Mountain Frames,660.9142,Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
295,FR-M94S-46,"HL Mountain Frame - Silver, 46",Bikes,Mountain Frames,747.2002,Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
295,FR-M94S-46,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,747.2002,Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
295,FR-M94S-46,"HL Mountain Frame - Silver, 46",Clothing,Mountain Frames,747.2002,Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
295,FR-M94S-46,"HL Mountain Frame - Silver, 46",Accessories,Mountain Frames,747.2002,Silver,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
296,FR-M94B-42,"HL Mountain Frame - Black, 42",Bikes,Mountain Frames,617.0281,Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
296,FR-M94B-42,"HL Mountain Frame - Black, 42",Components,Mountain Frames,617.0281,Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
296,FR-M94B-42,"HL Mountain Frame - Black, 42",Clothing,Mountain Frames,617.0281,Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
296,FR-M94B-42,"HL Mountain Frame - Black, 42",Accessories,Mountain Frames,617.0281,Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
297,FR-M94B-42,"HL Mountain Frame - Black, 42",Bikes,Mountain Frames,653.6971,Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
297,FR-M94B-42,"HL Mountain Frame - Black, 42",Components,Mountain Frames,653.6971,Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
297,FR-M94B-42,"HL Mountain Frame - Black, 42",Clothing,Mountain Frames,653.6971,Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
297,FR-M94B-42,"HL Mountain Frame - Black, 42",Accessories,Mountain Frames,653.6971,Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
298,FR-M94B-42,"HL Mountain Frame - Black, 42",Bikes,Mountain Frames,739.041,Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
298,FR-M94B-42,"HL Mountain Frame - Black, 42",Components,Mountain Frames,739.041,Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
298,FR-M94B-42,"HL Mountain Frame - Black, 42",Clothing,Mountain Frames,739.041,Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
298,FR-M94B-42,"HL Mountain Frame - Black, 42",Accessories,Mountain Frames,739.041,Black,42,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
299,FR-M94B-44,"HL Mountain Frame - Black, 44",Bikes,Mountain Frames,699.0928,Black,44,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
299,FR-M94B-44,"HL Mountain Frame - Black, 44",Components,Mountain Frames,699.0928,Black,44,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
299,FR-M94B-44,"HL Mountain Frame - Black, 44",Clothing,Mountain Frames,699.0928,Black,44,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
299,FR-M94B-44,"HL Mountain Frame - Black, 44",Accessories,Mountain Frames,699.0928,Black,44,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
300,FR-M94B-48,"HL Mountain Frame - Black, 48",Bikes,Mountain Frames,699.0928,Black,48,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
300,FR-M94B-48,"HL Mountain Frame - Black, 48",Components,Mountain Frames,699.0928,Black,48,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
300,FR-M94B-48,"HL Mountain Frame - Black, 48",Clothing,Mountain Frames,699.0928,Black,48,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
300,FR-M94B-48,"HL Mountain Frame - Black, 48",Accessories,Mountain Frames,699.0928,Black,48,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
301,FR-M94B-46,"HL Mountain Frame - Black, 46",Bikes,Mountain Frames,617.0281,Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
301,FR-M94B-46,"HL Mountain Frame - Black, 46",Components,Mountain Frames,617.0281,Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
301,FR-M94B-46,"HL Mountain Frame - Black, 46",Clothing,Mountain Frames,617.0281,Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
301,FR-M94B-46,"HL Mountain Frame - Black, 46",Accessories,Mountain Frames,617.0281,Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
302,FR-M94B-46,"HL Mountain Frame - Black, 46",Bikes,Mountain Frames,653.6971,Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
302,FR-M94B-46,"HL Mountain Frame - Black, 46",Components,Mountain Frames,653.6971,Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
302,FR-M94B-46,"HL Mountain Frame - Black, 46",Clothing,Mountain Frames,653.6971,Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
302,FR-M94B-46,"HL Mountain Frame - Black, 46",Accessories,Mountain Frames,653.6971,Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
303,FR-M94B-46,"HL Mountain Frame - Black, 46",Bikes,Mountain Frames,739.041,Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
303,FR-M94B-46,"HL Mountain Frame - Black, 46",Components,Mountain Frames,739.041,Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
303,FR-M94B-46,"HL Mountain Frame - Black, 46",Clothing,Mountain Frames,739.041,Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
303,FR-M94B-46,"HL Mountain Frame - Black, 46",Accessories,Mountain Frames,739.041,Black,46,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
304,FR-M94B-38,"HL Mountain Frame - Black, 38",Bikes,Mountain Frames,617.0281,Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
304,FR-M94B-38,"HL Mountain Frame - Black, 38",Components,Mountain Frames,617.0281,Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
304,FR-M94B-38,"HL Mountain Frame - Black, 38",Clothing,Mountain Frames,617.0281,Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
304,FR-M94B-38,"HL Mountain Frame - Black, 38",Accessories,Mountain Frames,617.0281,Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
305,FR-M94B-38,"HL Mountain Frame - Black, 38",Bikes,Mountain Frames,653.6971,Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
305,FR-M94B-38,"HL Mountain Frame - Black, 38",Components,Mountain Frames,653.6971,Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
305,FR-M94B-38,"HL Mountain Frame - Black, 38",Clothing,Mountain Frames,653.6971,Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
305,FR-M94B-38,"HL Mountain Frame - Black, 38",Accessories,Mountain Frames,653.6971,Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
306,FR-M94B-38,"HL Mountain Frame - Black, 38",Bikes,Mountain Frames,739.041,Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
306,FR-M94B-38,"HL Mountain Frame - Black, 38",Components,Mountain Frames,739.041,Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
306,FR-M94B-38,"HL Mountain Frame - Black, 38",Clothing,Mountain Frames,739.041,Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
306,FR-M94B-38,"HL Mountain Frame - Black, 38",Accessories,Mountain Frames,739.041,Black,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
307,FR-M94S-38,"HL Mountain Frame - Silver, 38",Bikes,Mountain Frames,623.8403,Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
307,FR-M94S-38,"HL Mountain Frame - Silver, 38",Components,Mountain Frames,623.8403,Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
307,FR-M94S-38,"HL Mountain Frame - Silver, 38",Clothing,Mountain Frames,623.8403,Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
307,FR-M94S-38,"HL Mountain Frame - Silver, 38",Accessories,Mountain Frames,623.8403,Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
308,FR-M94S-38,"HL Mountain Frame - Silver, 38",Bikes,Mountain Frames,660.9142,Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
308,FR-M94S-38,"HL Mountain Frame - Silver, 38",Components,Mountain Frames,660.9142,Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
308,FR-M94S-38,"HL Mountain Frame - Silver, 38",Clothing,Mountain Frames,660.9142,Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
308,FR-M94S-38,"HL Mountain Frame - Silver, 38",Accessories,Mountain Frames,660.9142,Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Outdate
309,FR-M94S-38,"HL Mountain Frame - Silver, 38",Bikes,Mountain Frames,747.2002,Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
309,FR-M94S-38,"HL Mountain Frame - Silver, 38",Components,Mountain Frames,747.2002,Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
309,FR-M94S-38,"HL Mountain Frame - Silver, 38",Clothing,Mountain Frames,747.2002,Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
309,FR-M94S-38,"HL Mountain Frame - Silver, 38",Accessories,Mountain Frames,747.2002,Silver,38,M ,HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,Current
310,BK-R93R-62,"Road-150 Red, 62",Bikes,Road Bikes,2171.2942,Red,62,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
310,BK-R93R-62,"Road-150 Red, 62",Components,Road Bikes,2171.2942,Red,62,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
310,BK-R93R-62,"Road-150 Red, 62",Clothing,Road Bikes,2171.2942,Red,62,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
310,BK-R93R-62,"Road-150 Red, 62",Accessories,Road Bikes,2171.2942,Red,62,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
311,BK-R93R-44,"Road-150 Red, 44",Bikes,Road Bikes,2171.2942,Red,44,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
311,BK-R93R-44,"Road-150 Red, 44",Components,Road Bikes,2171.2942,Red,44,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
311,BK-R93R-44,"Road-150 Red, 44",Clothing,Road Bikes,2171.2942,Red,44,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
311,BK-R93R-44,"Road-150 Red, 44",Accessories,Road Bikes,2171.2942,Red,44,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
312,BK-R93R-48,"Road-150 Red, 48",Bikes,Road Bikes,2171.2942,Red,48,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
312,BK-R93R-48,"Road-150 Red, 48",Components,Road Bikes,2171.2942,Red,48,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
312,BK-R93R-48,"Road-150 Red, 48",Clothing,Road Bikes,2171.2942,Red,48,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
312,BK-R93R-48,"Road-150 Red, 48",Accessories,Road Bikes,2171.2942,Red,48,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
313,BK-R93R-52,"Road-150 Red, 52",Bikes,Road Bikes,2171.2942,Red,52,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
313,BK-R93R-52,"Road-150 Red, 52",Components,Road Bikes,2171.2942,Red,52,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
313,BK-R93R-52,"Road-150 Red, 52",Clothing,Road Bikes,2171.2942,Red,52,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
313,BK-R93R-52,"Road-150 Red, 52",Accessories,Road Bikes,2171.2942,Red,52,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
314,BK-R93R-56,"Road-150 Red, 56",Bikes,Road Bikes,2171.2942,Red,56,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
314,BK-R93R-56,"Road-150 Red, 56",Components,Road Bikes,2171.2942,Red,56,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
314,BK-R93R-56,"Road-150 Red, 56",Clothing,Road Bikes,2171.2942,Red,56,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
314,BK-R93R-56,"Road-150 Red, 56",Accessories,Road Bikes,2171.2942,Red,56,R ,Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Outdate
315,BK-R68R-58,"Road-450 Red, 58",Bikes,Road Bikes,884.7083,Red,58,R ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate
315,BK-R68R-58,"Road-450 Red, 58",Components,Road Bikes,884.7083,Red,58,R ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate
315,BK-R68R-58,"Road-450 Red, 58",Clothing,Road Bikes,884.7083,Red,58,R ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate
315,BK-R68R-58,"Road-450 Red, 58",Accessories,Road Bikes,884.7083,Red,58,R ,Road-450,"A true multi-sport bike that offers streamlined riding and a revolutionary design. Aerodynamic design lets you ride with the pros, and the gearing will conquer hilly roads.",Outdate
